"source_id","file_id","team","points","field_goals","fg_pct","three_pointers","three_pt_pct","free_throws","ft_pct","rebounds","assists","steals","blocks","turnovers","fouls"
2017,9746,"NC State",74,"25-56","44.6%","7-14","50.0%","17-27","63.0%",39,12,7,2,14,16
2017,9746,"Maryland",60,"22-59","37.3%","0-5","0.0%","16-23","69.6%",35,7,8,4,13,25
2017,9727,"Penn State",65,"25-63","39.7%","6-14","42.9%","9-14","64.3%",38,13,5,4,16,19
2017,9727,"Maryland",69,"24-69","34.8%","7-15","46.7%","14-19","73.7%",50,15,6,9,16,20
2017,9731,"Maryland",74,"29-59","49.2%","6-11","54.5%","10-14","71.4%",31,12,8,2,9,17
2017,9731,"Indiana",70,"26-59","44.1%","12-25","48.0%","6-9","66.7%",35,17,3,1,16,13
2017,9730,"Maryland",68,"26-66","39.4%","5-17","29.4%","11-17","64.7%",44,15,9,1,24,18
2017,9730,"Michigan State",82,"30-67","44.8%","9-22","40.9%","13-16","81.3%",38,22,10,6,15,15
2017,9726,"Maryland",100,"35-73","47.9%","10-24","41.7%","20-32","62.5%",54,21,10,6,12,15
2017,9726,"Illinois",65,"25-71","35.2%","7-20","35.0%","8-9","88.9%",34,12,4,6,16,23
2017,9721,"Akron",54,"21-69","30.4%","5-23","21.7%","7-10","70.0%",33,11,8,2,12,16
2017,9721,"Maryland",75,"29-62","46.8%","6-17","35.3%","11-20","55.0%",53,18,6,3,21,17
2017,9737,"Rutgers",54,"20-54","37.0%","1-12","8.3%","13-15","86.7%",36,9,10,6,22,18
2017,9737,"Maryland",72,"25-56","44.6%","4-9","44.4%","18-24","75.0%",30,13,13,4,11,15
2017,9717,"Maryland",111,"41-75","54.7%","11-20","55.0%","18-29","62.1%",53,27,15,6,13,17
2017,9717,"Howard",49,"16-55","29.1%","4-17","23.5%","13-25","52.0%",32,8,8,6,25,20
2017,9740,"Michigan",71,"25-52","48.1%","6-10","60.0%","15-18","83.3%",32,16,5,2,17,14
2017,9740,"Maryland",65,"27-61","44.3%","0-9","0.0%","11-17","64.7%",28,10,11,2,12,16
2017,9741,"Maryland",77,"27-64","42.2%","8-17","47.1%","15-23","65.2%",47,10,5,3,13,11
2017,9741,"Nebraska",75,"29-67","43.3%","11-29","37.9%","6-8","75.0%",33,17,7,1,7,18
2017,9716,"UConn",97,"38-78","48.7%","9-26","34.6%","12-17","70.6%",57,20,10,4,25,15
2017,9716,"Maryland",72,"28-72","38.9%","5-19","26.3%","11-18","61.1%",35,9,16,6,20,17
2017,9736,"Michigan State",68,"25-65","38.5%","7-20","35.0%","11-14","78.6%",40,11,8,2,20,19
2017,9736,"Maryland",76,"25-59","42.4%","6-12","50.0%","20-24","83.3%",37,14,13,2,16,13
