"source_id","file_id","team","points","field_goals","fg_pct","three_pointers","three_pt_pct","free_throws","ft_pct","rebounds","assists","steals","blocks","turnovers","fouls"
2014,9584,"Maryland",70,"25-51","49.0%","1-9","11.1%","19-24","79.2%",37,11,10,2,14,19
2014,9584,"Michigan State",60,"18-56","32.1%","5-24","20.8%","19-24","79.2%",33,10,6,3,16,19
2014,9571,"Maryland",74,"28-66","42.4%","3-16","18.8%","15-20","75.0%",48,21,16,8,22,11
2014,9571,"Illinois",54,"22-57","38.6%","6-24","25.0%","4-7","57.1%",28,12,13,9,27,20
2014,9588,"Maryland",85,"31-58","53.4%","12-20","60.0%","11-15","73.3%",35,14,2,2,12,11
2014,9588,"Princeton",70,"29-63","46.0%","4-17","23.5%","8-10","80.0%",29,11,9,2,9,13
2014,9567,"Nebraska",47,"18-64","28.1%","3-12","25.0%","8-8","100.0%",31,8,5,1,12,12
2014,9567,"Maryland",75,"30-58","51.7%","4-14","28.6%","11-14","78.6%",45,14,4,5,15,14
2014,9589,"Maryland",65,"23-52","44.2%","8-19","42.1%","11-13","84.6%",33,17,4,2,13,10
2014,9589,"Duke",55,"21-50","42.0%","3-9","33.3%","10-10","100.0%",24,8,8,1,14,15
2014,9566,"Maryland",87,"35-77","45.5%","3-15","20.0%","14-21","66.7%",59,22,5,6,18,14
2014,9566,"Ohio State",78,"30-80","37.5%","10-28","35.7%","8-12","66.7%",37,12,8,5,11,16
2014,9570,"Rutgers",59,"23-55","41.8%","0-2","0.0%","13-19","68.4%",36,13,8,9,19,18
2014,9570,"Maryland",71,"25-61","41.0%","4-12","33.3%","17-22","77.3%",39,13,8,2,14,18
2014,9585,"Maryland",74,"24-69","34.8%","7-23","30.4%","19-25","76.0%",46,12,10,1,8,14
2014,9585,"Northwestern",63,"26-57","45.6%","4-14","28.6%","7-9","77.8%",36,18,3,6,18,21
2014,9577,"Maryland",59,"23-57","40.4%","4-13","30.8%","9-10","90.0%",41,13,6,3,16,13
2014,9577,"Nebraska",47,"20-62","32.3%","6-28","21.4%","1-1","100.0%",36,11,6,2,17,12
2014,9561,"Washington State",70,"23-49","46.9%","4-14","28.6%","20-28","71.4%",27,11,11,3,17,22
2014,9561,"Maryland",64,"24-55","43.6%","4-15","26.7%","12-16","75.0%",38,11,5,4,24,26
2014,9557,"Maryland",85,"30-60","50.0%","5-12","41.7%","20-23","87.0%",40,13,7,3,14,22
2014,9557,"South Florida",67,"25-64","39.1%","6-18","33.3%","11-16","68.8%",33,8,3,1,13,21
2014,9582,"Maryland",83,"27-60","45.0%","5-13","38.5%","24-30","80.0%",36,14,8,2,10,14
2014,9582,"Indiana",72,"24-58","41.4%","9-29","31.0%","15-19","78.9%",37,5,4,3,16,21
2014,9583,"Northwestern",48,"18-62","29.0%","4-17","23.5%","8-13","61.5%",34,13,7,3,9,17
2014,9583,"Maryland",69,"25-54","46.3%","8-19","42.1%","11-19","57.9%",48,16,3,4,13,11
2014,9556,"Maryland",97,"40-80","50.0%","5-18","27.8%","12-14","85.7%",53,24,24,4,9,11
2014,9556,"Wagner",24,"10-51","19.6%","2-13","15.4%","2-6","33.3%",31,3,5,2,33,14
2014,9560,"Maryland",80,"27-51","52.9%","5-14","35.7%","21-27","77.8%",40,10,8,6,22,11
2014,9560,"James Madison",64,"24-64","37.5%","7-19","36.8%","9-11","81.8%",28,14,5,3,18,21
2014,9576,"Penn State",62,"27-68","39.7%","1-8","12.5%","7-10","70.0%",34,12,6,6,17,15
2014,9576,"Maryland",77,"31-61","50.8%","4-14","28.6%","11-15","73.3%",39,22,10,2,18,13
2014,9563,"Maryland",81,"34-69","49.3%","5-16","31.3%","8-11","72.7%",48,23,6,3,16,8
2014,9563,"Towson",52,"22-66","33.3%","3-18","16.7%","5-7","71.4%",32,11,7,2,15,15
2014,9575,"Maryland",93,"30-65","46.2%","5-18","27.8%","28-35","80.0%",41,18,7,2,12,20
2014,9575,"Iowa",88,"31-59","52.5%","8-15","53.3%","18-22","81.8%",29,15,6,1,13,26
2014,9559,"Maryland",65,"28-63","44.4%","5-17","29.4%","4-5","80.0%",42,19,11,6,20,11
2014,9559,"Loyola",43,"16-55","29.1%","6-15","40.0%","5-6","83.3%",33,9,10,2,20,13
2014,9580,"Wisconsin",70,"28-62","45.2%","7-22","31.8%","7-10","70.0%",34,11,4,5,15,18
2014,9580,"Maryland",81,"29-59","49.2%","3-9","33.3%","20-26","76.9%",37,14,9,2,10,14
2014,9579,"Michigan State",69,"27-68","39.7%","8-22","36.4%","7-18","38.9%",32,15,5,3,13,20
2014,9579,"Maryland",75,"26-56","46.4%","6-21","28.6%","17-25","68.0%",46,17,5,6,18,17
2014,9555,"Maryland",109,"40-69","58.0%","7-21","33.3%","22-26","84.6%",45,26,17,9,17,19
2014,9555,"Mount St. Mary's",45,"15-51","29.4%","5-14","35.7%","10-20","50.0%",30,7,7,2,29,20
2014,9578,"Maryland",80,"30-59","50.8%","5-11","45.5%","15-18","83.3%",33,18,7,2,19,12
2014,9578,"Rutgers",69,"27-65","41.5%","2-6","33.3%","13-13","100.0%",36,14,5,4,19,18
2014,9581,"Maryland",65,"25-60","41.7%","5-17","29.4%","10-20","50.0%",51,17,14,3,20,13
2014,9581,"Penn State",34,"15-50","30.0%","0-5","0.0%","4-12","33.3%",27,9,10,7,22,20
2014,9558,"George Washington",65,"29-67","43.3%","3-9","33.3%","4-9","44.4%",39,16,8,3,22,22
2014,9558,"Maryland",75,"28-54","51.9%","3-11","27.3%","16-28","57.1%",36,12,12,1,20,15
2014,9574,"Michigan",65,"28-66","42.4%","5-15","33.3%","4-7","57.1%",25,14,7,2,12,21
2014,9574,"Maryland",91,"35-67","52.2%","5-9","55.6%","16-21","76.2%",49,19,6,4,14,13
2014,9562,"Notre Dame",92,"29-50","58.0%","6-16","37.5%","28-34","82.4%",34,19,9,3,17,17
2014,9562,"Maryland",72,"25-61","41.0%","6-14","42.9%","16-18","88.9%",28,7,11,1,17,23
2014,9569,"Minnesota",73,"32-61","52.5%","4-13","30.8%","5-6","83.3%",32,22,4,6,15,14
2014,9569,"Maryland",77,"29-73","39.7%","7-21","33.3%","12-13","92.3%",42,21,9,4,12,12
2014,9586,"Maryland",77,"28-71","39.4%","9-17","52.9%","12-15","80.0%",49,17,3,4,15,18
2014,9586,"Ohio State",74,"27-57","47.4%","7-18","38.9%","13-18","72.2%",28,16,5,7,8,15
2014,9590,"Maryland",58,"21-53","39.6%","5-12","41.7%","11-13","84.6%",41,11,3,5,13,10
2014,9590,"Tennessee",48,"22-68","32.4%","4-22","18.2%","0-1","0.0%",40,9,8,4,11,16
2014,9565,"Coppin State",51,"20-51","39.2%","2-3","66.7%","9-20","45.0%",28,8,1,0,29,21
2014,9565,"Maryland",110,"43-74","58.1%","6-16","37.5%","18-26","69.2%",44,23,14,1,13,20
2014,9573,"Indiana",74,"26-63","41.3%","2-18","11.1%","20-24","83.3%",27,18,8,3,13,24
2014,9573,"Maryland",84,"29-53","54.7%","3-10","30.0%","23-32","71.9%",40,14,5,4,18,19
2014,9572,"Maryland",85,"33-66","50.0%","6-15","40.0%","13-19","68.4%",41,21,9,0,9,19
2014,9572,"Michigan State",56,"18-57","31.6%","3-24","12.5%","17-22","77.3%",39,10,4,0,15,15
2014,9564,"Maryland",94,"32-61","52.5%","7-15","46.7%","23-28","82.1%",49,17,9,3,17,19
2014,9564,"American",50,"17-58","29.3%","6-19","31.6%","10-17","58.8%",28,7,8,1,18,19
2014,9591,"UConn",81,"29-54","53.7%","8-22","36.4%","15-18","83.3%",35,17,5,7,9,13
2014,9591,"Maryland",58,"24-59","40.7%","5-19","26.3%","5-6","83.3%",28,13,4,1,13,17
2014,9568,"Maryland",88,"36-77","46.8%","5-14","35.7%","11-18","61.1%",49,19,8,2,9,16
2014,9568,"Purdue",64,"25-56","44.6%","3-14","21.4%","11-14","78.6%",28,9,7,3,15,18
"2014","9587","Maryland","75","26-53","49.1%","5-17","29.4%","18-21","85.7%","45","16","7","3","20","7"
"2014","9587","New Mexico State","57","22-58","37.9%","5-21","23.8%","8-9","88.9%","20","9","13","4","11","18"
