"source_id","file_id","date","location","officials","attendance","home_team","home_score","home_record","visiting_team","visiting_score","visiting_record"
2016,9681,"1/7/2017","College Park, Md. (XFINITY Center)","Beverly Roberts,  Brian Hall,  Brian Garland",5214,"Maryland",96,"15-1, 3-0 B1G","Northwestern",65,"13-4, 2-2 B1G"
2016,9697,"3/5/2017","Bankers Life Fieldhouse-Indianapolis, IN","Lisa Mattingly,  Tina Napier,  Jesse Dickerson",4881,"Maryland",74,"30-2","Purdue",64,"22-12"
2016,9678,"12/29/2016","College Park, Md. (XFINITY Center)","Sue Blauch,  Mark Zentz,  Mark Resch",17950,"Maryland",81,"12-1","Connecticut",87,"12-0"
2016,9674,"12/6/2016","College Park, Md. (XFINITY Center)","Jess Dickerson,  Amy Bonner,  Talisa Green",3464,"Maryland",97,"9-0","Towson",63,"6-2"
2016,9675,"12/8/2016","College Park, Md. (XFINITY Center)","Sue Blauch,  Brian Garland,  Tiara Cruse",3940,"Maryland",101,"10-0","Saint Peter's",49,"1-7"
2016,9696,"3/4/2017","Indianapolis, Ind. (Bankers Life FH)","Felicia Grinter,  Bryan Enterline,  Michael McConnell",5408,"Maryland",100,"29-2","Michigan State",89,"21-11"
2016,9679,"1/1/2017","Minneapolis, Minn. (Williams Arena)","Laura Morris,  Bob Trammell,  Katie Lukanich",4884,"Minnesota",72,"9-6, 0-2 Big Ten","Maryland",83,"13-1, 1-0 Big Te"
2016,9680,"1/4/2017","Lincoln, Neb. (Pinnacle Bank Arena)","Lisa Mattingly,  Tim Daley,  Kevin Pethtel",4299,"Nebraska",49,"4-11. 0-3","Maryland",93,"14-1, 2-0"
2016,9672,"12/1/2016","KFC Yum! Center, Louisville, KY","Dee Kantner,  Billy Smith,  Luis Gonzalez",7816,"Louisville",72,"6-2","Maryland",78,"7-0"
2016,9687,"1/29/2017","College Park, Md. (XFINITY Center)","Beverly Roberts,  Brian Hall,  Cameron Inouye",7988,"Maryland",100,"21-1, 9-0","Iowa",81,"13-8, 4-4"
