"source_id","file_id","team","points","field_goals","fg_pct","three_pointers","three_pt_pct","free_throws","ft_pct","rebounds","assists","steals","blocks","turnovers","fouls"
2015,9639,"Maryland",65,"25-67","37.3%","10-28","35.7%","5-5","100.0%",38,13,9,2,15,17
2015,9639,"Washington",74,"23-59","39.0%","8-29","27.6%","20-22","90.9%",40,12,11,2,12,10
2015,9615,"Umes",30,"11-67","16.4%","3-17","17.6%","5-12","41.7%",31,6,5,2,16,12
2015,9615,"Maryland",106,"42-62","67.7%","13-20","65.0%","9-11","81.8%",49,24,9,4,11,13
2015,9635,"Maryland",75,"32-67","47.8%","2-7","28.6%","9-15","60.0%",42,20,17,6,15,13
2015,9635,"Iowa",55,"21-48","43.8%","6-9","66.7%","7-8","87.5%",25,12,9,5,22,16
2015,9623,"Wisconsin",65,"27-66","40.9%","4-14","28.6%","7-10","70.0%",31,13,4,2,10,8
2015,9623,"Maryland",90,"38-69","55.1%","10-17","58.8%","4-6","66.7%",40,23,7,6,12,12
2015,9619,"Maryland",89,"39-74","52.7%","6-14","42.9%","5-11","45.5%",50,25,9,5,12,13
2015,9619,"Nebraska",50,"16-53","30.2%","4-10","40.0%","14-16","87.5%",27,9,3,3,19,12
2015,9618,"Maryland",71,"29-62","46.8%","6-19","31.6%","7-13","53.8%",38,17,6,3,20,20
2015,9618,"Ohio State",80,"30-65","46.2%","5-18","27.8%","15-24","62.5%",35,19,9,2,13,17
2015,9622,"Maryland",80,"29-64","45.3%","10-19","52.6%","12-16","75.0%",52,15,9,1,21,14
2015,9622,"Northwestern",62,"26-71","36.6%","2-18","11.1%","8-13","61.5%",31,7,10,6,13,16
2015,9634,"Maryland",110,"46-80","57.5%","6-20","30.0%","12-12","100.0%",53,31,7,1,16,12
2015,9634,"Minnesota",77,"27-70","38.6%","13-37","35.1%","10-12","83.3%",23,13,6,2,15,12
2015,9614,"Maryland",94,"34-63","54.0%","6-16","37.5%","20-29","69.0%",54,24,6,3,15,9
2015,9614,"Southern",61,"25-64","39.1%","5-18","27.8%","6-9","66.7%",20,12,7,2,11,22
2015,9638,"Maryland",74,"28-48","58.3%","3-6","50.0%","15-19","78.9%",42,17,9,1,19,14
2015,9638,"Iona",58,"21-65","32.3%","10-30","33.3%","6-7","85.7%",25,12,9,1,11,17
2015,9633,"Maryland",83,"31-66","47.0%","11-20","55.0%","10-14","71.4%",39,25,5,2,13,11
2015,9633,"Wisconsin",77,"33-65","50.8%","7-13","53.8%","4-4","100.0%",30,14,4,2,13,15
2015,9625,"Maryland",86,"34-64","53.1%","6-12","50.0%","12-17","70.6%",45,18,8,4,16,18
2015,9625,"Indiana",63,"23-66","34.8%","2-16","12.5%","15-21","71.4%",35,9,7,2,12,13
2015,9609,"South Dakota State",55,"19-54","35.2%","8-25","32.0%","9-14","64.3%",33,13,6,4,16,15
2015,9609,"Maryland",62,"25-68","36.8%","1-10","10.0%","11-14","78.6%",45,11,8,6,10,13
2015,9629,"Maryland",73,"24-61","39.3%","7-17","41.2%","18-21","85.7%",45,15,6,10,20,12
2015,9629,"Purdue",59,"24-67","35.8%","7-16","43.8%","4-7","57.1%",35,9,13,1,18,23
2015,9605,"Maryland",102,"37-80","46.3%","9-24","37.5%","19-23","82.6%",53,24,17,4,15,15
2015,9605,"UMass-Lowell",53,"19-60","31.7%","7-23","30.4%","8-13","61.5%",34,13,8,2,26,18
2015,9613,"Maryland",97,"36-68","52.9%","4-11","36.4%","21-25","84.0%",43,16,11,6,8,4
2015,9613,"Loyola",47,"19-58","32.8%","8-28","28.6%","1-1","100.0%",27,12,6,0,21,18
2015,9612,"Maryland",86,"37-65","56.9%","3-10","30.0%","9-10","90.0%",43,23,10,6,17,12
2015,9612,"Ccsu",43,"16-53","30.2%","4-15","26.7%","7-11","63.6%",22,7,10,1,19,13
2015,9628,"Ohio State",94,"36-75","48.0%","12-23","52.2%","10-11","90.9%",32,15,10,3,11,12
2015,9628,"Maryland",86,"37-73","50.7%","8-17","47.1%","4-8","50.0%",47,17,4,2,23,13
2015,9608,"Maryland",95,"34-66","51.5%","7-19","36.8%","20-27","74.1%",51,15,6,2,14,25
2015,9608,"Old Dominion",49,"16-70","22.9%","4-22","18.2%","13-22","59.1%",38,6,3,2,13,25
2015,9624,"Penn State",53,"21-62","33.9%","3-14","21.4%","8-9","88.9%",28,8,4,0,17,19
2015,9624,"Maryland",89,"34-69","49.3%","6-14","42.9%","15-19","78.9%",50,21,8,4,12,16
2015,9632,"Rutgers",59,"23-52","44.2%","4-10","40.0%","9-14","64.3%",26,16,2,4,8,18
2015,9632,"Maryland",73,"30-64","46.9%","5-14","35.7%","8-11","72.7%",41,16,5,2,8,13
2015,9627,"Maryland",85,"27-56","48.2%","5-12","41.7%","26-36","72.2%",43,15,7,5,16,16
2015,9627,"Michigan State",76,"31-71","43.7%","7-21","33.3%","7-10","70.0%",33,10,5,5,17,27
2015,9631,"Maryland",76,"29-59","49.2%","5-14","35.7%","13-15","86.7%",40,13,6,7,15,10
2015,9631,"Michigan",56,"24-57","42.1%","6-19","31.6%","2-4","50.0%",24,11,9,5,15,19
2015,9611,"Maryland",82,"32-62","51.6%","5-12","41.7%","13-15","86.7%",55,22,7,7,22,19
2015,9611,"Syracuse",64,"24-77","31.2%","6-23","26.1%","10-16","62.5%",31,11,10,2,9,16
2015,9607,"Maryland",97,"35-63","55.6%","11-24","45.8%","16-21","76.2%",50,24,9,7,11,11
2015,9607,"Detroit",41,"16-59","27.1%","5-26","19.2%","4-5","80.0%",23,4,3,2,14,18
2015,9606,"Maryland",105,"39-75","52.0%","10-24","41.7%","17-27","63.0%",58,26,14,8,11,19
2015,9606,"High Point",50,"18-63","28.6%","5-20","25.0%","9-16","56.3%",34,10,5,0,20,23
2015,9610,"Maryland",70,"28-61","45.9%","4-11","36.4%","10-12","83.3%",50,15,9,3,26,14
2015,9610,"Pittsburgh",49,"19-55","34.5%","4-10","40.0%","7-12","58.3%",22,10,12,2,16,10
2015,9630,"Northwestern",70,"24-70","34.3%","5-16","31.3%","17-24","70.8%",38,16,11,0,16,19
2015,9630,"Maryland",79,"28-50","56.0%","7-11","63.6%","16-23","69.6%",36,19,10,6,24,18
2015,9626,"Purdue",67,"25-59","42.4%","7-16","43.8%","10-15","66.7%",25,17,8,0,17,13
2015,9626,"Maryland",87,"36-55","65.5%","4-13","30.8%","11-15","73.3%",28,20,10,3,16,12
2015,9617,"Illinois",63,"23-62","37.1%","7-22","31.8%","10-15","66.7%",26,8,3,4,12,14
2015,9617,"Maryland",79,"32-75","42.7%","7-22","31.8%","8-12","66.7%",55,18,7,8,17,21
2015,9621,"Michigan",67,"27-59","45.8%","7-24","29.2%","6-7","85.7%",28,15,6,7,16,17
2015,9621,"Maryland",74,"27-66","40.9%","5-15","33.3%","15-19","78.9%",43,19,8,3,16,13
2015,9637,"Maryland",60,"22-63","34.9%","6-21","28.6%","10-15","66.7%",47,13,12,3,19,10
2015,9637,"Michigan State",44,"18-56","32.1%","2-19","10.5%","6-6","100.0%",35,9,11,5,22,16
2015,9636,"Maryland",83,"31-59","52.5%","5-20","25.0%","16-20","80.0%",44,21,4,1,12,12
2015,9636,"Northwestern",62,"24-70","34.3%","5-20","25.0%","9-11","81.8%",34,11,8,2,7,20
2015,9620,"Iowa",56,"21-55","38.2%","2-11","18.2%","12-21","57.1%",38,8,5,1,16,17
2015,9620,"Maryland",76,"29-62","46.8%","8-15","53.3%","10-17","58.8%",37,16,9,6,11,23
"2015","9616","Connecticut","83","30-64","46.9%","6-17","35.3%","17-22","77.3%","35","22","8","2","14","12"
"2015","9616","Maryland","73","31-65","47.7%","8-21","38.1%","3-8","37.5%","36","20","8","5","22","19"
